word	nodeType	unit
impressive	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
nice	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
confident	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
first	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
little	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
drunk	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
okay	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
nauseous	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
okay	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
acute	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
awake	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
asleep	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
wrong	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
drunk	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
sorry	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
sorry	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
glad	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
okay	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
mad	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
safe	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
happy	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
lovely	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
broad	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
minded	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
okay	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
useless	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
curious	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
other	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
strong	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
strong	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
strong	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
strong	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
tough	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
worried	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
strong	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
strong	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
sudden	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
rich	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
weak	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
weak	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
worthless	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
right	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
grand	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
little	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
more	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
true	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
strong	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
professional	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
rounded	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
broad	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
perfect	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
strong	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
right	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
little	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
more	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
right	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
sorry	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
envious	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
wise	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
more	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
sorry	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
urgent	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
few	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
other	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
own	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
glad	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
willing	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
own	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
current	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
fine	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
skilled	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
skilled	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
such	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
easy	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
big	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
many	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
valuable	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
necessary	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
full	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
sure	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
suited	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
enough	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
enough	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
certain	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
more	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
More	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
More	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
helpful	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
last	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
major	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
ordinary	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
potential	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
particular	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
ordinary	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
useful	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
next	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
sure	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
particular	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
own	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
good	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
good	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
discrete	ADJ	02x12_-_Part_of_the_Family
fierce	ADJ	02x12_-_Part_of_the_Family
key	ADJ	02x12_-_Part_of_the_Family
ostanian	ADJ	02x12_-_Part_of_the_Family
skilled	ADJ	02x12_-_Part_of_the_Family
different	ADJ	02x12_-_Part_of_the_Family
true	ADJ	02x12_-_Part_of_the_Family
true	ADJ	02x12_-_Part_of_the_Family
true	ADJ	02x12_-_Part_of_the_Family
psychic	ADJ	02x12_-_Part_of_the_Family
own	ADJ	02x12_-_Part_of_the_Family
personal	ADJ	02x12_-_Part_of_the_Family
fake	ADJ	02x12_-_Part_of_the_Family
other	ADJ	02x12_-_Part_of_the_Family
original	ADJ	02x12_-_Part_of_the_Family
busy	ADJ	02x12_-_Part_of_the_Family
high	ADJ	02x12_-_Part_of_the_Family
popular	ADJ	02x12_-_Part_of_the_Family
good	ADJ	02x12_-_Part_of_the_Family
critical	ADJ	02x12_-_Part_of_the_Family
alive	ADJ	02x12_-_Part_of_the_Family
good	ADJ	02x12_-_Part_of_the_Family
bad	ADJ	02x12_-_Part_of_the_Family
suspect	ADJ	02x12_-_Part_of_the_Family
multiple	ADJ	02x12_-_Part_of_the_Family
critical	ADJ	02x12_-_Part_of_the_Family
gentle	ADJ	02x12_-_Part_of_the_Family
dangerous	ADJ	02x12_-_Part_of_the_Family
good	ADJ	02x12_-_Part_of_the_Family
enough	ADJ	02x12_-_Part_of_the_Family
tough	ADJ	02x12_-_Part_of_the_Family
wrong	ADJ	02x12_-_Part_of_the_Family
hard	ADJ	02x12_-_Part_of_the_Family
intelligent	ADJ	02x12_-_Part_of_the_Family
military	ADJ	02x12_-_Part_of_the_Family
right	ADJ	02x12_-_Part_of_the_Family
sick	ADJ	02x12_-_Part_of_the_Family
tired	ADJ	02x12_-_Part_of_the_Family
simple	ADJ	02x12_-_Part_of_the_Family
useless	ADJ	02x12_-_Part_of_the_Family
real	ADJ	02x12_-_Part_of_the_Family
different	ADJ	02x12_-_Part_of_the_Family
enjoyable	ADJ	02x12_-_Part_of_the_Family
many	ADJ	02x12_-_Part_of_the_Family
cute	ADJ	02x12_-_Part_of_the_Family
normal	ADJ	02x12_-_Part_of_the_Family
little	ADJ	02x12_-_Part_of_the_Family
unfair	ADJ	02x12_-_Part_of_the_Family
much	ADJ	02x12_-_Part_of_the_Family
good	ADJ	02x12_-_Part_of_the_Family
worth	ADJ	02x12_-_Part_of_the_Family
wrong	ADJ	02x12_-_Part_of_the_Family
little	ADJ	02x12_-_Part_of_the_Family
sorry	ADJ	02x12_-_Part_of_the_Family
little	ADJ	02x12_-_Part_of_the_Family
nice	ADJ	02x12_-_Part_of_the_Family
jealous	ADJ	02x12_-_Part_of_the_Family
sudden	ADJ	02x12_-_Part_of_the_Family
hungry	ADJ	02x12_-_Part_of_the_Family
sorry	ADJ	02x12_-_Part_of_the_Family
right	ADJ	02x12_-_Part_of_the_Family
weird	ADJ	02x12_-_Part_of_the_Family
sorry	ADJ	02x12_-_Part_of_the_Family
innocent	ADJ	02x12_-_Part_of_the_Family
preposterous	ADJ	02x12_-_Part_of_the_Family
strange	ADJ	02x12_-_Part_of_the_Family
irrational	ADJ	02x12_-_Part_of_the_Family
enough	ADJ	02x12_-_Part_of_the_Family
sick	ADJ	02x12_-_Part_of_the_Family
dangerous	ADJ	02x12_-_Part_of_the_Family
inside	ADJ	02x12_-_Part_of_the_Family
restless	ADJ	02x12_-_Part_of_the_Family
hot	ADJ	02x12_-_Part_of_the_Family
impressive	ADJ	02x12_-_Part_of_the_Family
low	ADJ	02x12_-_Part_of_the_Family
scared	ADJ	02x12_-_Part_of_the_Family
good	ADJ	02x12_-_Part_of_the_Family
low	ADJ	02x12_-_Part_of_the_Family
outside	ADJ	02x12_-_Part_of_the_Family
dangerous	ADJ	02x12_-_Part_of_the_Family
only	ADJ	02x12_-_Part_of_the_Family
amazing	ADJ	02x12_-_Part_of_the_Family
outside	ADJ	02x12_-_Part_of_the_Family
able	ADJ	02x12_-_Part_of_the_Family
plastic	ADJ	02x12_-_Part_of_the_Family
clean	ADJ	02x12_-_Part_of_the_Family
simple	ADJ	02x12_-_Part_of_the_Family
little	ADJ	02x12_-_Part_of_the_Family
impressive	ADJ	02x12_-_Part_of_the_Family
thin	ADJ	02x12_-_Part_of_the_Family
wet	ADJ	02x12_-_Part_of_the_Family
good	ADJ	02x12_-_Part_of_the_Family
sure	ADJ	02x12_-_Part_of_the_Family
dangerous	ADJ	02x12_-_Part_of_the_Family
inside	ADJ	02x12_-_Part_of_the_Family
addictive	ADJ	02x12_-_Part_of_the_Family
wet	ADJ	02x12_-_Part_of_the_Family
skinny	ADJ	02x12_-_Part_of_the_Family
little	ADJ	02x12_-_Part_of_the_Family
little	ADJ	02x12_-_Part_of_the_Family
serial	ADJ	02x12_-_Part_of_the_Family
good	ADJ	02x12_-_Part_of_the_Family
great	ADJ	02x12_-_Part_of_the_Family
glad	ADJ	02x12_-_Part_of_the_Family
glad	ADJ	02x12_-_Part_of_the_Family
safe	ADJ	02x12_-_Part_of_the_Family
able	ADJ	02x12_-_Part_of_the_Family
sorry	ADJ	02x12_-_Part_of_the_Family
serious	ADJ	02x12_-_Part_of_the_Family
huge	ADJ	02x12_-_Part_of_the_Family
super	ADJ	02x12_-_Part_of_the_Family
thin	ADJ	02x12_-_Part_of_the_Family
good	ADJ	02x12_-_Part_of_the_Family
amazing	ADJ	02x12_-_Part_of_the_Family
reckless	ADJ	02x12_-_Part_of_the_Family
sad	ADJ	02x12_-_Part_of_the_Family
sorry	ADJ	02x12_-_Part_of_the_Family
first	ADJ	02x12_-_Part_of_the_Family
good	ADJ	02x12_-_Part_of_the_Family
extra	ADJ	02x12_-_Part_of_the_Family
alone	ADJ	02x12_-_Part_of_the_Family
wet	ADJ	02x12_-_Part_of_the_Family
difficult	ADJ	02x12_-_Part_of_the_Family
much	ADJ	02x12_-_Part_of_the_Family
wilted	ADJ	02x12_-_Part_of_the_Family
shriveled	ADJ	02x12_-_Part_of_the_Family
different	ADJ	02x12_-_Part_of_the_Family
wet	ADJ	02x12_-_Part_of_the_Family
fluffy	ADJ	02x12_-_Part_of_the_Family
great	ADJ	02x12_-_Part_of_the_Family
great	ADJ	02x12_-_Part_of_the_Family
real	ADJ	02x12_-_Part_of_the_Family
