word	nodeType	unit
outside	ADJ	02x05_-_Plan_to_Cross_the_Border
little	ADJ	02x05_-_Plan_to_Cross_the_Border
right	ADJ	02x05_-_Plan_to_Cross_the_Border
little	ADJ	02x05_-_Plan_to_Cross_the_Border
more	ADJ	02x05_-_Plan_to_Cross_the_Border
true	ADJ	02x05_-_Plan_to_Cross_the_Border
bad	ADJ	02x05_-_Plan_to_Cross_the_Border
large	ADJ	02x05_-_Plan_to_Cross_the_Border
famous	ADJ	02x05_-_Plan_to_Cross_the_Border
possible	ADJ	02x05_-_Plan_to_Cross_the_Border
suspicious	ADJ	02x05_-_Plan_to_Cross_the_Border
aware	ADJ	02x05_-_Plan_to_Cross_the_Border
certain	ADJ	02x05_-_Plan_to_Cross_the_Border
old	ADJ	02x05_-_Plan_to_Cross_the_Border
hard	ADJ	02x05_-_Plan_to_Cross_the_Border
good	ADJ	02x05_-_Plan_to_Cross_the_Border
full	ADJ	02x05_-_Plan_to_Cross_the_Border
serious	ADJ	02x05_-_Plan_to_Cross_the_Border
other	ADJ	02x05_-_Plan_to_Cross_the_Border
third	ADJ	02x05_-_Plan_to_Cross_the_Border
first	ADJ	02x05_-_Plan_to_Cross_the_Border
true	ADJ	02x05_-_Plan_to_Cross_the_Border
concerned	ADJ	02x05_-_Plan_to_Cross_the_Border
right	ADJ	02x05_-_Plan_to_Cross_the_Border
right	ADJ	02x05_-_Plan_to_Cross_the_Border
right	ADJ	02x05_-_Plan_to_Cross_the_Border
right	ADJ	02x05_-_Plan_to_Cross_the_Border
amazing	ADJ	02x05_-_Plan_to_Cross_the_Border
well	ADJ	02x05_-_Plan_to_Cross_the_Border
able	ADJ	02x05_-_Plan_to_Cross_the_Border
right	ADJ	02x05_-_Plan_to_Cross_the_Border
calm	ADJ	02x05_-_Plan_to_Cross_the_Border
right	ADJ	02x05_-_Plan_to_Cross_the_Border
many	ADJ	02x05_-_Plan_to_Cross_the_Border
cold	ADJ	02x05_-_Plan_to_Cross_the_Border
good	ADJ	02x05_-_Plan_to_Cross_the_Border
same	ADJ	02x05_-_Plan_to_Cross_the_Border
real	ADJ	02x05_-_Plan_to_Cross_the_Border
careful	ADJ	02x05_-_Plan_to_Cross_the_Border
sorry	ADJ	02x05_-_Plan_to_Cross_the_Border
next	ADJ	02x05_-_Plan_to_Cross_the_Border
sure	ADJ	02x05_-_Plan_to_Cross_the_Border
about	ADJ	02x05_-_Plan_to_Cross_the_Border
next	ADJ	02x05_-_Plan_to_Cross_the_Border
sure	ADJ	02x05_-_Plan_to_Cross_the_Border
delicious	ADJ	02x05_-_Plan_to_Cross_the_Border
clear	ADJ	02x05_-_Plan_to_Cross_the_Border
same	ADJ	02x05_-_Plan_to_Cross_the_Border
sorry	ADJ	02x05_-_Plan_to_Cross_the_Border
fearsome	ADJ	02x05_-_Plan_to_Cross_the_Border
lucky	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
unfair	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
entertaining	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
female	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
same	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
least	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
jealous	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
extravagant	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
delicious	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
bad	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
original	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
fearsome	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
delicious	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
local	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
boorish	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
delicious	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
nervous	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
public	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
third	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
sure	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
sure	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
more	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
other	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
crucial	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
right	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
sorry	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
sorry	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
able	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
other	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
third	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
private	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
third	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
hungry	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
lonely	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
lonesome	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
delicious	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
great	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
much	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
exciting	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
skilled	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
clumsy	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
more	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
enough	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
other	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
many	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
many	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
many	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
correct	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
about	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
good	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
numerous	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
complete	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
idiot	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
good	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
numerous	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
few	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
second	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
sorry	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
big	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
new	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
female	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
least	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
sure	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
new	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
impatient	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
easy	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
fast	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
psychotic	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
few	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
unnecessary	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
more	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
about	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
able	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
stern	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
many	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
close	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
close	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
black	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
haired	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
blind	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
blonde	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
sorry	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
good	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
married	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
little	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
able	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
second	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
unnecessary	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
late	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
many	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
sure	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
few	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
few	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
suspicious	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
low	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
much	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
low	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
cute	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
normal	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
unnecessary	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
good	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
wrong	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
damn	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
black	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
haired	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
skilled	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
more	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
sorry	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
precious	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
normal	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
good	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
mad	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
sad	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
mad	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
unstable	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
right	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
constant	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
aware	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
particular	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
popular	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
popular	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
fitting	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
mental	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
overwhelming	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
wooden	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
excited	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
entire	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
right	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
important	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
cheerful	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
squid	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
fun	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
single	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
fun	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
different	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
optimal	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
good	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
perfect	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
other	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
last	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
strong	ADJ	02x06_-_The_Fearsome_Luxury_Cruise_Ship
original	ADJ	02x07_-_Who_Is_This_Mission_For_
intermediate	ADJ	02x07_-_Who_Is_This_Mission_For_
hard	ADJ	02x07_-_Who_Is_This_Mission_For_
close	ADJ	02x07_-_Who_Is_This_Mission_For_
skilled	ADJ	02x07_-_Who_Is_This_Mission_For_
good	ADJ	02x07_-_Who_Is_This_Mission_For_
amazing	ADJ	02x07_-_Who_Is_This_Mission_For_
cool	ADJ	02x07_-_Who_Is_This_Mission_For_
difficult	ADJ	02x07_-_Who_Is_This_Mission_For_
close	ADJ	02x07_-_Who_Is_This_Mission_For_
close	ADJ	02x07_-_Who_Is_This_Mission_For_
fatal	ADJ	02x07_-_Who_Is_This_Mission_For_
suspicious	ADJ	02x07_-_Who_Is_This_Mission_For_
old	ADJ	02x07_-_Who_Is_This_Mission_For_
flashy	ADJ	02x07_-_Who_Is_This_Mission_For_
big	ADJ	02x07_-_Who_Is_This_Mission_For_
amazing	ADJ	02x07_-_Who_Is_This_Mission_For_
scary	ADJ	02x07_-_Who_Is_This_Mission_For_
little	ADJ	02x07_-_Who_Is_This_Mission_For_
obedient	ADJ	02x07_-_Who_Is_This_Mission_For_
perfect	ADJ	02x07_-_Who_Is_This_Mission_For_
exciting	ADJ	02x07_-_Who_Is_This_Mission_For_
flawless	ADJ	02x07_-_Who_Is_This_Mission_For_
happy	ADJ	02x07_-_Who_Is_This_Mission_For_
cheerful	ADJ	02x07_-_Who_Is_This_Mission_For_
uncool	ADJ	02x07_-_Who_Is_This_Mission_For_
crazy	ADJ	02x07_-_Who_Is_This_Mission_For_
scary	ADJ	02x07_-_Who_Is_This_Mission_For_
glad	ADJ	02x07_-_Who_Is_This_Mission_For_
different	ADJ	02x07_-_Who_Is_This_Mission_For_
female	ADJ	02x07_-_Who_Is_This_Mission_For_
likely	ADJ	02x07_-_Who_Is_This_Mission_For_
second	ADJ	02x07_-_Who_Is_This_Mission_For_
third	ADJ	02x07_-_Who_Is_This_Mission_For_
other	ADJ	02x07_-_Who_Is_This_Mission_For_
useless	ADJ	02x07_-_Who_Is_This_Mission_For_
least	ADJ	02x07_-_Who_Is_This_Mission_For_
sure	ADJ	02x07_-_Who_Is_This_Mission_For_
busy	ADJ	02x07_-_Who_Is_This_Mission_For_
right	ADJ	02x07_-_Who_Is_This_Mission_For_
quiet	ADJ	02x07_-_Who_Is_This_Mission_For_
scared	ADJ	02x07_-_Who_Is_This_Mission_For_
dummy	ADJ	02x07_-_Who_Is_This_Mission_For_
huge	ADJ	02x07_-_Who_Is_This_Mission_For_
huge	ADJ	02x07_-_Who_Is_This_Mission_For_
pathetic	ADJ	02x07_-_Who_Is_This_Mission_For_
little	ADJ	02x07_-_Who_Is_This_Mission_For_
new	ADJ	02x07_-_Who_Is_This_Mission_For_
hopeless	ADJ	02x07_-_Who_Is_This_Mission_For_
black	ADJ	02x07_-_Who_Is_This_Mission_For_
more	ADJ	02x07_-_Who_Is_This_Mission_For_
enough	ADJ	02x07_-_Who_Is_This_Mission_For_
crazy	ADJ	02x07_-_Who_Is_This_Mission_For_
last	ADJ	02x07_-_Who_Is_This_Mission_For_
secret	ADJ	02x07_-_Who_Is_This_Mission_For_
sorry	ADJ	02x07_-_Who_Is_This_Mission_For_
careful	ADJ	02x07_-_Who_Is_This_Mission_For_
possible	ADJ	02x07_-_Who_Is_This_Mission_For_
amazing	ADJ	02x07_-_Who_Is_This_Mission_For_
calm	ADJ	02x07_-_Who_Is_This_Mission_For_
normal	ADJ	02x07_-_Who_Is_This_Mission_For_
scary	ADJ	02x07_-_Who_Is_This_Mission_For_
pro	ADJ	02x07_-_Who_Is_This_Mission_For_
afraid	ADJ	02x07_-_Who_Is_This_Mission_For_
able	ADJ	02x07_-_Who_Is_This_Mission_For_
right	ADJ	02x07_-_Who_Is_This_Mission_For_
right	ADJ	02x07_-_Who_Is_This_Mission_For_
pet	ADJ	02x07_-_Who_Is_This_Mission_For_
busy	ADJ	02x07_-_Who_Is_This_Mission_For_
underground	ADJ	02x07_-_Who_Is_This_Mission_For_
cute	ADJ	02x07_-_Who_Is_This_Mission_For_
good	ADJ	02x07_-_Who_Is_This_Mission_For_
good	ADJ	02x07_-_Who_Is_This_Mission_For_
first	ADJ	02x07_-_Who_Is_This_Mission_For_
other	ADJ	02x07_-_Who_Is_This_Mission_For_
calm	ADJ	02x07_-_Who_Is_This_Mission_For_
such	ADJ	02x07_-_Who_Is_This_Mission_For_
uncool	ADJ	02x07_-_Who_Is_This_Mission_For_
headed	ADJ	02x07_-_Who_Is_This_Mission_For_
many	ADJ	02x07_-_Who_Is_This_Mission_For_
overconfident	ADJ	02x07_-_Who_Is_This_Mission_For_
unknown	ADJ	02x07_-_Who_Is_This_Mission_For_
invisible	ADJ	02x07_-_Who_Is_This_Mission_For_
evil	ADJ	02x07_-_Who_Is_This_Mission_For_
next	ADJ	02x07_-_Who_Is_This_Mission_For_
unknown	ADJ	02x07_-_Who_Is_This_Mission_For_
unable	ADJ	02x07_-_Who_Is_This_Mission_For_
blind	ADJ	02x07_-_Who_Is_This_Mission_For_
fit	ADJ	02x07_-_Who_Is_This_Mission_For_
unknown	ADJ	02x07_-_Who_Is_This_Mission_For_
new	ADJ	02x07_-_Who_Is_This_Mission_For_
second	ADJ	02x07_-_Who_Is_This_Mission_For_
difficult	ADJ	02x07_-_Who_Is_This_Mission_For_
big	ADJ	02x07_-_Who_Is_This_Mission_For_
last	ADJ	02x07_-_Who_Is_This_Mission_For_
angry	ADJ	02x07_-_Who_Is_This_Mission_For_
wrong	ADJ	02x07_-_Who_Is_This_Mission_For_
heroic	ADJ	02x07_-_Who_Is_This_Mission_For_
exciting	ADJ	02x07_-_Who_Is_This_Mission_For_
exciting	ADJ	02x07_-_Who_Is_This_Mission_For_
asleep	ADJ	02x07_-_Who_Is_This_Mission_For_
last	ADJ	02x07_-_Who_Is_This_Mission_For_
yor	ADJ	02x07_-_Who_Is_This_Mission_For_
fun	ADJ	02x07_-_Who_Is_This_Mission_For_
successful	ADJ	02x07_-_Who_Is_This_Mission_For_
important	ADJ	02x07_-_Who_Is_This_Mission_For_
satisfied	ADJ	02x07_-_Who_Is_This_Mission_For_
loud	ADJ	02x07_-_Who_Is_This_Mission_For_
new	ADJ	02x07_-_Who_Is_This_Mission_For_
sure	ADJ	02x07_-_Who_Is_This_Mission_For_
glad	ADJ	02x07_-_Who_Is_This_Mission_For_
much	ADJ	02x07_-_Who_Is_This_Mission_For_
difficult	ADJ	02x07_-_Who_Is_This_Mission_For_
able	ADJ	02x07_-_Who_Is_This_Mission_For_
much	ADJ	02x07_-_Who_Is_This_Mission_For_
much	ADJ	02x07_-_Who_Is_This_Mission_For_
upset	ADJ	02x07_-_Who_Is_This_Mission_For_
unknown	ADJ	02x07_-_Who_Is_This_Mission_For_
rebellious	ADJ	02x07_-_Who_Is_This_Mission_For_
okay	ADJ	02x07_-_Who_Is_This_Mission_For_
troubling	ADJ	02x07_-_Who_Is_This_Mission_For_
okay	ADJ	02x07_-_Who_Is_This_Mission_For_
glad	ADJ	02x07_-_Who_Is_This_Mission_For_
little	ADJ	02x07_-_Who_Is_This_Mission_For_
lonely	ADJ	02x07_-_Who_Is_This_Mission_For_
right	ADJ	02x07_-_Who_Is_This_Mission_For_
nice	ADJ	02x07_-_Who_Is_This_Mission_For_
young	ADJ	02x07_-_Who_Is_This_Mission_For_
open	ADJ	02x07_-_Who_Is_This_Mission_For_
main	ADJ	02x07_-_Who_Is_This_Mission_For_
hard	ADJ	02x07_-_Who_Is_This_Mission_For_
ready	ADJ	02x07_-_Who_Is_This_Mission_For_
unidentified	ADJ	02x07_-_Who_Is_This_Mission_For_
clear	ADJ	02x07_-_Who_Is_This_Mission_For_
original	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
dazzling	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
memorable	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
last	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
inflatable	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
idiot	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
mad	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
popular	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
right	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
crowded	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
able	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
easy	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
able	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
likely	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
okay	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
secluded	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
loud	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
possible	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
startling	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
okay	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
pretty	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
loud	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
black	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
haired	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
possible	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
okay	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
strong	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
blind	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
reckless	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
good	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
satisfied	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
good	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
much	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
sorry	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
many	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
skilled	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
foreign	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
unfamiliar	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
red	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
bored	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
insane	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
poisonous	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
strong	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
such	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
bad	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
climactic	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
horrible	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
natural	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
sorry	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
serious	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
many	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
big	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
little	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
late	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
unnecessary	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
old	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
old	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
fashioned	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
rich	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
happy	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
different	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
heavy	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
unexpected	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
horrible	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
suspicious	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
entertaining	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
scared	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
serious	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
same	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
enough	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
rid	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
bad	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
good	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
able	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
dry	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
big	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
little	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
tired	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
first	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
